SkuID|ProductCode|ProductName|ProductType|ProductLink|ImageLink|RegularPrice|SalePrice|BrandName|Color|Rating|NumReviews|ReleaseDate|Keywords
12363|XCode12362|Brand X Whiz 9018|Headphones|http://www.companyx.com/products/12363|http://www.companyx.com/images/12363.jpg|21.19||Brand X|Blue|4.12|17|9/14/2012|Music
12364|XCode12362|Brand X Whiz 9019|Headphones|http://www.companyx.com/products/12364|http://www.companyx.com/images/12364.jpg|18.51||Brand X|Blue|4|17|9/15/2012|Music
12365|XCode12362|Brand X Whiz 9020|Headphones|http://www.companyx.com/products/12365|http://www.companyx.com/images/12365.jpg|22.76||Brand X|Blue|4|17|9/16/2012|Music
12368|XCode12368|Brand B Whiz 9023|Headphones|http://www.companyx.com/products/12368|http://www.companyx.com/images/12368.jpg|99.12|89.21|Brand B|Blue|4|17|9/19/2012|Music
12369|XCode12369|Brand B Whiz 9024|Headphones|http://www.companyx.com/products/12369|http://www.companyx.com/images/12369.jpg|22.79||Brand B|Green|4|17|9/20/2012|Music
12370|XCode12370|Brand B Whiz 9025|Headphones|http://www.companyx.com/products/12370|http://www.companyx.com/images/12370.jpg|16.2||Brand B|Green|4|17|9/21/2012|
12371|XCode12370|Brand B Whiz 9026|Headphones|http://www.companyx.com/products/12371|http://www.companyx.com/images/12371.jpg|3.56||Brand B|Green|4|17|9/22/2012|
12372|XCode12370|Brand B Whiz 9027|Headphones|http://www.companyx.com/products/12372|http://www.companyx.com/images/12372.jpg|96.73|87.06|Brand B|Green|4|17|9/23/2012|
12373|XCode12370|Brand B Whiz 9028|Headphones|http://www.companyx.com/products/12373|http://www.companyx.com/images/12373.jpg|12.11||Brand B|Green|4|17|9/24/2012|
12374|XCode12370|Brand B Whiz 9029|Headphones|http://www.companyx.com/products/12374|http://www.companyx.com/images/12374.jpg|81.85|73.67|Brand B|Green|4|17|9/25/2012|
12376|XCode12376|Brand B Whiz 9031|Headphones|http://www.companyx.com/products/12376|http://www.companyx.com/images/12376.jpg|56.99|51.29|Brand B|Green|4|17|9/27/2012|
12377|XCode12376|Brand B Whiz 9032|Headphones|http://www.companyx.com/products/12377|http://www.companyx.com/images/12377.jpg|7.66||Brand B|Green|4|17|9/28/2012|
12354|XCode12350|Brand X Whiz 9009|Headphones|http://www.companyx.com/products/12354|http://www.companyx.com/images/12354.jpg|95.41|85.87|Brand X|Blue|4.12|3|9/5/2012|Technology~Music
12379|XCode12376|Brand B Whiz 9034|Headphones|http://www.companyx.com/products/12379|http://www.companyx.com/images/12379.jpg|78.76|70.88|Brand B|Green|4|17|9/30/2012|
12380|XCode12376|Brand B Whiz 9035|Headphones|http://www.companyx.com/products/12380|http://www.companyx.com/images/12380.jpg|39.59||Brand B|Green|4|17|10/1/2012|
12381|XCode12376|Brand B Whiz 9036|Headphones|http://www.companyx.com/products/12381|http://www.companyx.com/images/12381.jpg|9.29||Brand B|Green|4|3|10/2/2012|
12382|XCode12376|Brand B Whiz 9037|Headphones|http://www.companyx.com/products/12382|http://www.companyx.com/images/12382.jpg|93.41|84.07|Brand B|Green|4|3|10/3/2012|Music
12383|XCode12383|Brand B Whiz 9038|Headphones|http://www.companyx.com/products/12383|http://www.companyx.com/images/12383.jpg|15.5||Brand B|Green|4|3|10/4/2012|Music
12384|XCode12384|Brand B Whiz 9039|Headphones|http://www.companyx.com/products/12384|http://www.companyx.com/images/12384.jpg|8.87||Brand B|Green|4|3|10/5/2012|Music
12385|XCode12385|Brand B Whiz 9040|Headphones|http://www.companyx.com/products/12385|http://www.companyx.com/images/12385.jpg|27.86||Brand B|Green|4|3|10/6/2012|Music
12386|XCode12385|Brand B Whiz 9041|Headphones|http://www.companyx.com/products/12386|http://www.companyx.com/images/12386.jpg|49.85||Brand B|Green|4|3|10/7/2012|Music
12387|XCode12385|Brand B Whiz 9042|Headphones|http://www.companyx.com/products/12387|http://www.companyx.com/images/12387.jpg|28.21||Brand B|Green|4|3|10/8/2012|Music
12388|XCode12385|Brand B Whiz 9043|Headphones|http://www.companyx.com/products/12388|http://www.companyx.com/images/12388.jpg|44.86||Brand B|Red|2.3|3|10/9/2012|Music
12366|XCode12362|Brand B Whiz 9021|Headphones|http://www.companyx.com/products/12366|http://www.companyx.com/images/12366.jpg|98.77|88.89|Brand B|Blue|4|17|9/17/2012|Music
12390|XCode12390|Brand C Whiz 9045|Headphones|http://www.companyx.com/products/12390|http://www.companyx.com/images/12390.jpg|40.57||Brand C|Red|2.3|3|10/11/2012|Music
12391|XCode12390|Brand C Whiz 9046|Headphones|http://www.companyx.com/products/12391|http://www.companyx.com/images/12391.jpg|52.78|47.5|Brand C|Red|2.3|3|10/12/2012|Music
12392|XCode12392|Brand C Whiz 9047|Headphones|http://www.companyx.com/products/12392|http://www.companyx.com/images/12392.jpg|15.2||Brand C|Red|2.3|3|10/13/2012|Music
12393|XCode12392|Brand C Whiz 9048|Headphones|http://www.companyx.com/products/12393|http://www.companyx.com/images/12393.jpg|34.39||Brand C|Red|2.3|3|10/14/2012|Music
12394|XCode12392|Brand C Whiz 9049|Headphones|http://www.companyx.com/products/12394|http://www.companyx.com/images/12394.jpg|63.69|57.32|Brand C|Red|2.1|6|10/15/2012|Music
12395|XCode12392|Brand C Whiz 9050|Electronics|http://www.companyx.com/products/12395|http://www.companyx.com/images/12395.jpg|25.43||Brand C|Red|2.2|7|10/16/2012|Music
12396|XCode12392|Brand C Whiz 9051|Electronics|http://www.companyx.com/products/12396|http://www.companyx.com/images/12396.jpg|83.17|74.85|Brand C|Red|2.3|8|10/17/2012|Music
12397|XCode12397|Brand C Whiz 9052|Electronics|http://www.companyx.com/products/12397|http://www.companyx.com/images/12397.jpg|29.99||Brand C|Red|2.4|9|10/18/2012|Music
12398|XCode12398|Brand C Whiz 9053|Electronics|http://www.companyx.com/products/12398|http://www.companyx.com/images/12398.jpg|70.85|63.77|Brand C|Light Blue|2.5|10|10/19/2012|Music
12399|XCode12399|Brand C Whiz 9054|Electronics|http://www.companyx.com/products/12399|http://www.companyx.com/images/12399.jpg|64.97|58.47|Brand C|Light Blue|2.6|11|10/20/2012|Music
12400|XCode12400|Brand C Whiz 9055|Electronics|http://www.companyx.com/products/12400|http://www.companyx.com/images/12400.jpg|87.77|78.99|Brand C|Light Blue|2.7|12|10/21/2012|Technology~Music
12401|XCode12400|Brand C Whiz 9056|Electronics|http://www.companyx.com/products/12401|http://www.companyx.com/images/12401.jpg|97.46|87.71|Brand C|Light Blue|2.8|13|10/22/2012|Technology~Music
12402|XCode12400|Whiz 9057|Electronics|http://www.companyx.com/products/12402|http://www.companyx.com/images/12402.jpg|39.09|||Light Blue|2.9|14|10/23/2012|Technology~Music
12403|XCode12400|Whiz 9058|Electronics|http://www.companyx.com/products/12403|http://www.companyx.com/images/12403.jpg|74.19|66.77||Light Blue|3|15|10/24/2012|Technology~Music
12404|XCode12400|Whiz 9059|Electronics|http://www.companyx.com/products/12404|http://www.companyx.com/images/12404.jpg|73.81|66.43||Light Blue|3.1|16|10/25/2012|Technology~Music
12405|XCode12400|Whiz 9060|Electronics|http://www.companyx.com/products/12405|http://www.companyx.com/images/12405.jpg|1.13|||Light Blue|3.2|17|10/26/2012|Technology~Music
12406|XCode12400|Whiz 9061|Electronics|http://www.companyx.com/products/12406|http://www.companyx.com/images/12406.jpg|68.61|61.75||Light Blue|3.3|18|10/27/2012|Technology~Music
12407|XCode12407|Whiz 9062|Electronics|http://www.companyx.com/products/12407|http://www.companyx.com/images/12407.jpg|33.31|||Light Blue|3.4|19|10/28/2012|Technology~Music
12408|XCode12408|Whiz 9063|Electronics|http://www.companyx.com/products/12408|http://www.companyx.com/images/12408.jpg|83.84|75.46||Light Blue|3.5|20|10/29/2012|Technology~Music
12409|XCode12408|Whiz 9064|Electronics|http://www.companyx.com/products/12409|http://www.companyx.com/images/12409.jpg|0.1|||Orange~Red|3.6|21|10/30/2012|Technology~Music
12410|XCode12408|Whiz 9065|Electronics|http://www.companyx.com/products/12410|http://www.companyx.com/images/12410.jpg|23.84|||Orange~Red|3.7|22|10/31/2012|Free Trial
12411|XCode12408|Whiz 9066|Electronics|http://www.companyx.com/products/12411|http://www.companyx.com/images/12411.jpg|85.97|77.37||Orange~Red|3.8|23|11/1/2012|Free Trial
12412|XCode12408|Whiz 9067|Electronics|http://www.companyx.com/products/12412|http://www.companyx.com/images/12412.jpg|96.44|86.8||Orange~Red|3.9|24|11/2/2012|Free Trial
12413|XCode12413|Brand X Whiz 9068|Electronics|http://www.companyx.com/products/12413|http://www.companyx.com/images/12413.jpg|90.68|81.61|Brand X|Orange~Red|||11/3/2012|Free Trial
12414|XCode12413|Brand X Whiz 9069|Electronics|http://www.companyx.com/products/12414|http://www.companyx.com/images/12414.jpg|13.17||Brand X|Orange~Red|||11/4/2012|Free Trial
12415|XCode12413|Brand X Whiz 9070|Electronics|http://www.companyx.com/products/12415|http://www.companyx.com/images/12415.jpg|36.21||Brand X|Orange~Red|||11/5/2012|Free Trial
12416|XCode12413|Brand X Whiz 9071|Electronics|http://www.companyx.com/products/12416|http://www.companyx.com/images/12416.jpg|67.25|60.53|Brand X|Orange~Red|||11/6/2012|Free Trial
12417|XCode12413|Brand X Whiz 9072|Electronics|http://www.companyx.com/products/12417|http://www.companyx.com/images/12417.jpg|76.19|68.57|Brand X|Orange~Red|||11/7/2012|Free Trial
12418|XCode12413|Brand X Whiz 9073|Electronics|http://www.companyx.com/products/12418|http://www.companyx.com/images/12418.jpg|5.76||Brand X|Orange~Red|||11/8/2012|Free Trial
12419|XCode12413|Brand M Whiz 9074|Electronics|http://www.companyx.com/products/12419|http://www.companyx.com/images/12419.jpg|36.3||Brand M|Orange~Red|||11/9/2012|Free Trial
12420|XCode12413|Brand M Whiz 9075|Electronics|http://www.companyx.com/products/12420|http://www.companyx.com/images/12420.jpg|50.02|45.02|Brand M|Orange~Red|||11/10/2012|Free Trial
12421|XCode12413|Brand M Whiz 9076|Electronics|http://www.companyx.com/products/12421|http://www.companyx.com/images/12421.jpg|56.86|51.17|Brand M|Orange~Red|||11/11/2012|Free Trial
12422|XCode12413|Brand M Whiz 9077|Electronics|http://www.companyx.com/products/12422|http://www.companyx.com/images/12422.jpg|50.29|45.26|Brand M|Orange~Red|||11/12/2012|Free Trial
12423|XCode12423|Brand M Whiz 9078|Electronics|http://www.companyx.com/products/12423|http://www.companyx.com/images/12423.jpg|42.13||Brand M|Orange~Red|||11/13/2012|Free Trial
12424|XCode12424|Brand M Whiz 9079|Electronics|http://www.companyx.com/products/12424|http://www.companyx.com/images/12424.jpg|81.64|73.48|Brand M|Orange~Red|||11/14/2012|Free Trial
12425|XCode12425|Brand M Whiz 9080|Electronics|http://www.companyx.com/products/12425|http://www.companyx.com/images/12425.jpg|77.12|69.41|Brand M|Orange~Red|||11/15/2012|Free Trial
12426|XCode12425|Brand M Whiz 9081|Electronics|http://www.companyx.com/products/12426|http://www.companyx.com/images/12426.jpg|19.45||Brand M|Orange|||11/16/2012|Free Trial
12427|XCode12425|Brand M Whiz 9082|Electronics|http://www.companyx.com/products/12427|http://www.companyx.com/images/12427.jpg|15.36||Brand M|Orange|||11/17/2012|Free Trial
12428|XCode12425|Brand M Whiz 9083|Electronics|http://www.companyx.com/products/12428|http://www.companyx.com/images/12428.jpg|86.64|77.98|Brand M|Orange|||11/18/2012|Free Trial
12429|XCode12425|Brand M Whiz 9084|Electronics|http://www.companyx.com/products/12429|http://www.companyx.com/images/12429.jpg|32.62||Brand M|Orange|||11/19/2012|Free Trial
12430|XCode12430|Brand M Whiz 9085|Electronics|http://www.companyx.com/products/12430|http://www.companyx.com/images/12430.jpg|0.05||Brand M|Orange|||11/20/2012|Free Trial
12431|XCode12430|Brand M Whiz 9086|Electronics|http://www.companyx.com/products/12431|http://www.companyx.com/images/12431.jpg|10.17||Brand M|Orange|||11/21/2012|Free Trial
12432|XCode12432|Brand M Whiz 9087|Electronics|http://www.companyx.com/products/12432|http://www.companyx.com/images/12432.jpg|40.92||Brand M|Orange|1.5|44|11/22/2012|Free Trial
12433|XCode12432|Brand M Whiz 9088|Movies|http://www.companyx.com/products/12433|http://www.companyx.com/images/12433.jpg|75.38|67.84|Brand M|Orange|1.5|45|11/23/2012|Free Trial
12434|XCode12432|Brand M Whiz 9089|Movies|http://www.companyx.com/products/12434|http://www.companyx.com/images/12434.jpg|25.96||Brand M|Orange|1.5|46|11/24/2012|Free Trial
12435|XCode12432|Brand M Whiz 9090|Movies|http://www.companyx.com/products/12435|http://www.companyx.com/images/12435.jpg|15.57||Brand M|Orange|1.5|47|11/25/2012|Free Trial
12436|XCode12432|Brand M Whiz 9091|Movies|http://www.companyx.com/products/12436|http://www.companyx.com/images/12436.jpg|63.41|57.07|Brand M|Orange|1.5|48|11/26/2012|Free Trial
12437|XCode12432|Brand M Whiz 9092|Movies|http://www.companyx.com/products/12437|http://www.companyx.com/images/12437.jpg|76.76|69.08|Brand M|Orange|1.5|49|11/27/2012|Free Trial
12438|XCode12438|Brand NEW Whiz 9093|Movies|http://www.companyx.com/products/12438|http://www.companyx.com/images/12438.jpg|72.69|65.42|Brand New|Orange|1.5|50|11/28/2012|Free Trial
12439|XCode12438|Brand NEW Whiz 9094|Movies|http://www.companyx.com/products/12439|http://www.companyx.com/images/12439.jpg|67.28|60.55|Brand New|Orange|1.5|51|11/29/2012|Free Trial
12440|XCode12438|Brand NEW Whiz 9095|Movies|http://www.companyx.com/products/12440|http://www.companyx.com/images/12440.jpg|78.44|70.6|Brand New|Orange|1.5|52|11/30/2012|Free Trial
12441|XCode12438|Brand NEW Whiz 9096|Movies|http://www.companyx.com/products/12441|http://www.companyx.com/images/12441.jpg|44.37||Brand New|Orange|1.5|53|12/1/2012|Free Trial
12442|XCode12438|Brand NEW Whiz 9097|Movies|http://www.companyx.com/products/12442|http://www.companyx.com/images/12442.jpg|96.28|86.65|Brand New|Orange|1.5|54|12/2/2012|Free Trial
12443|XCode12438|Brand NEW Whiz 9098|Movies|http://www.companyx.com/products/12443|http://www.companyx.com/images/12443.jpg|27.96||Brand New|Orange|1.5|55|12/3/2012|Free Trial
12444|XCode12438|Brand NEW Whiz 9099|Movies|http://www.companyx.com/products/12444|http://www.companyx.com/images/12444.jpg|67.65|60.89|Brand New|Orange|3.7|56|12/4/2012|Free Trial
12445|XCode12445|Brand NEW Whiz 9100|Movies|http://www.companyx.com/products/12445|http://www.companyx.com/images/12445.jpg|5.18||Brand New|Orange|3.8|57|12/5/2012|Free Trial
12446|XCode12445|Brand NEW Whiz 9101|Movies|http://www.companyx.com/products/12446|http://www.companyx.com/images/12446.jpg|88.1|79.29|Brand New|Orange|3.9|58|12/6/2012|Free Trial
12447|XCode12445|Brand NEW Whiz 9102|Movies|http://www.companyx.com/products/12447|http://www.companyx.com/images/12447.jpg|94.13|84.72|Brand New|Orange|4|59|12/7/2012|Free Trial
12448|XCode12445|Brand NEW Whiz 9103|Movies|http://www.companyx.com/products/12448|http://www.companyx.com/images/12448.jpg|91.95|82.76|Brand New|Orange|4.1|60|12/8/2012|Free Trial
12449|XCode12445|Brand NEW Whiz 9104|Movies|http://www.companyx.com/products/12449|http://www.companyx.com/images/12449.jpg|20.64||Brand New|Orange|4.2|61|12/9/2012|Travel~Convenience
12450|XCode12450|Brand NEW Whiz 9105|Movies|http://www.companyx.com/products/12450|http://www.companyx.com/images/12450.jpg|71.48|64.33|Brand New|Orange|4.3|62|12/10/2012|Travel~Convenience
12451|XCode12450|Brand NEW Whiz 9106|Movies|http://www.companyx.com/products/12451|http://www.companyx.com/images/12451.jpg|13.9||Brand New|Orange|4.4|63|12/11/2012|Travel~Convenience
12452|XCode12450|Brand NEW Whiz 9107|Movies|http://www.companyx.com/products/12452|http://www.companyx.com/images/12452.jpg|15.59||Brand New|Orange|4.5|64|12/12/2012|Travel~Convenience
12453|XCode12450|Brand NEW Whiz 9108|Movies|http://www.companyx.com/products/12453|http://www.companyx.com/images/12453.jpg|31.22||Brand New|Orange|4.6|65|12/13/2012|Travel~Convenience
12454|XCode12450|Brand NEW Whiz 9109|Movies|http://www.companyx.com/products/12454|http://www.companyx.com/images/12454.jpg|85.05|76.55|Brand New|Orange|4.7|66|12/14/2012|Travel~Convenience
12455|XCode12455|Brand NEW Whiz 9110|Movies|http://www.companyx.com/products/12455|http://www.companyx.com/images/12455.jpg|40.32||Brand New|Orange|4.8|67|12/15/2012|Travel~Convenience
12456|XCode12456|Brand NEW Whiz 9111|Movies|http://www.companyx.com/products/12456|http://www.companyx.com/images/12456.jpg|59.17|53.25|Brand New|Orange|4.9|68|12/16/2012|Travel~Convenience
12457|XCode12457|Brand NEW Whiz 9112|Movies|http://www.companyx.com/products/12457|http://www.companyx.com/images/12457.jpg|1.67||Brand New|Orange|5|1|12/17/2012|Travel~Convenience
12458|XCode12458|Brand NEW Whiz 9113|Movies|http://www.companyx.com/products/12458|http://www.companyx.com/images/12458.jpg|30.1||Brand New|Orange|5|1|12/18/2012|Travel~Convenience
12459|XCode12459|Brand NEW Whiz 9114|Movies|http://www.companyx.com/products/12459|http://www.companyx.com/images/12459.jpg|48.63||Brand New|Orange|5|1|12/19/2012|Travel~Convenience
12460|XCode12460|Brand NEW Whiz 9115|Movies|http://www.companyx.com/products/12460|http://www.companyx.com/images/12460.jpg|31.57||Brand New|Orange|5|1|12/20/2012|Travel~Convenience
12461|XCode12460|Brand NEW Whiz 9116|Movies|http://www.companyx.com/products/12461|http://www.companyx.com/images/12461.jpg|80.13|72.12|Brand New|Orange|5|1|12/21/2012|Travel~Convenience
12462|XCode12460|Brand NEW Whiz 9117|Movies|http://www.companyx.com/products/12462|http://www.companyx.com/images/12462.jpg|60.13|54.12|Brand New||5|1|12/22/2012|Travel~Convenience
12463|XCode12460|Brand NEW Whiz 9118|Movies|http://www.companyx.com/products/12463|http://www.companyx.com/images/12463.jpg|95.87|86.28|Brand New|White|5|1|12/23/2012|Travel~Convenience
12464|XCode12460|Brand NEW Whiz 9119|Movies|http://www.companyx.com/products/12464|http://www.companyx.com/images/12464.jpg|59.71|53.74|Brand New|White|5|1|12/24/2012|Travel~Convenience
12465|XCode12460|Brand NEW Whiz 9120|Movies|http://www.companyx.com/products/12465|http://www.companyx.com/images/12465.jpg|83.69|75.32|Brand New|White|2|7|12/25/2012|Travel~Convenience
12466|XCode12466|Brand NEW Whiz 9121|Movies|http://www.companyx.com/products/12466|http://www.companyx.com/images/12466.jpg|62.53|56.28|Brand New|White|2|7|12/26/2012|Travel~Convenience
12467|XCode12467|Brand NEW Whiz 9122|Movies|http://www.companyx.com/products/12467|http://www.companyx.com/images/12467.jpg|52.6|47.34|Brand New|White|2|7|12/27/2012|Travel~Convenience
12468|XCode12467|Brand NEW Whiz 9123|Movies|http://www.companyx.com/products/12468|http://www.companyx.com/images/12468.jpg|62.03|55.83|Brand New|White|2|7|12/28/2012|Travel~Convenience
12469|XCode12467|Brand NEW Whiz 9124|Movies|http://www.companyx.com/products/12469|http://www.companyx.com/images/12469.jpg|18.89||Brand New|White|2|3|12/29/2012|Travel~Convenience
12470|XCode12467|Brand NEW Whiz 9125|Movies|http://www.companyx.com/products/12470|http://www.companyx.com/images/12470.jpg|44.01||Brand New|White|2|3|12/30/2012|Travel~Convenience
12471|XCode12467|Brand NEW Whiz 9126|Movies|http://www.companyx.com/products/12471|http://www.companyx.com/images/12471.jpg|69.56|62.6|Brand New|White|2|3|12/31/2012|Travel~Convenience
12472|XCode12467|Brand NEW Whiz 9127|Movies|http://www.companyx.com/products/12472|http://www.companyx.com/images/12472.jpg|46.85||Brand New|White|2|3|1/1/2013|Travel~Convenience
12473|XCode12467|Brand NEW Whiz 9128|Movies|http://www.companyx.com/products/12473|http://www.companyx.com/images/12473.jpg|36.9||Brand New|White|2|3|1/2/2013|Travel~Convenience
12474|XCode12467|Brand NEW Whiz 9129|Movies|http://www.companyx.com/products/12474|http://www.companyx.com/images/12474.jpg|32.91||Brand New|White|2|3|1/3/2013|Travel~Convenience
12475|XCode12475|Brand NEW Whiz 9130|Movies|http://www.companyx.com/products/12475|http://www.companyx.com/images/12475.jpg|54.74|49.27|Brand New|White|2|3|1/4/2013|Travel~Convenience
12476|XCode12475|Brand Z Whiz 9131|Movies|http://www.companyx.com/products/12476|http://www.companyx.com/images/12476.jpg|98.4|88.56|Brand Z|White|2|3|1/5/2013|Travel~Convenience
12477|XCode12475|Brand Z Whiz 9132|Movies|http://www.companyx.com/products/12477|http://www.companyx.com/images/12477.jpg|59.93|53.94|Brand Z|White|2|3|1/6/2013|Travel~Convenience
12478|XCode12475|Brand Z Whiz 9133|Movies|http://www.companyx.com/products/12478|http://www.companyx.com/images/12478.jpg|39.38||Brand Z||2|3|1/7/2013|Travel~Convenience
12479|XCode12475|Brand Z Whiz 9134|Movies|http://www.companyx.com/products/12479|http://www.companyx.com/images/12479.jpg|27.39||Brand Z||2|3|1/8/2013|Travel~Convenience
12480|XCode12475|Brand Z Whiz 9135|Movies|http://www.companyx.com/products/12480|http://www.companyx.com/images/12480.jpg|62.92|56.63|Brand Z||2|3|1/9/2013|Travel~Convenience
12481|XCode12481|Brand Z Whiz 9136|Movies|http://www.companyx.com/products/12481|http://www.companyx.com/images/12481.jpg|92.52|83.27|Brand Z||2|3|1/10/2013|iPads
12482|XCode12482|Brand Z Whiz 9137|Electronics|http://www.companyx.com/products/12482|http://www.companyx.com/images/12482.jpg|12.89||Brand Z||2|3|1/11/2013|iPads
12483|XCode12483|Brand Z Whiz 9138|Electronics|http://www.companyx.com/products/12483|http://www.companyx.com/images/12483.jpg|44.65||Brand Z||2|3|1/12/2013|iPads
12484|XCode12484|Brand Z Whiz 9139|Electronics|http://www.companyx.com/products/12484|http://www.companyx.com/images/12484.jpg|30.64||Brand Z||2|3|1/13/2013|iPads
12485|XCode12484|Brand Z Whiz 9140|Electronics|http://www.companyx.com/products/12485|http://www.companyx.com/images/12485.jpg|7.48||Brand Z|Silver|2|3|1/14/2013|iPads
12486|XCode12484|Brand Z Whiz 9141|Electronics|http://www.companyx.com/products/12486|http://www.companyx.com/images/12486.jpg|84.78|76.3|Brand Z|Silver|4|3|1/15/2013|iPads
12487|XCode12484|Brand Z Whiz 9142|Electronics|http://www.companyx.com/products/12487|http://www.companyx.com/images/12487.jpg|17.04||Brand Z|Silver|4|3|1/16/2013|iPads
12488|XCode12484|Brand Z Whiz 9143|Electronics|http://www.companyx.com/products/12488|http://www.companyx.com/images/12488.jpg|80.91|72.82|Brand Z|Silver|4|3|1/17/2013|iPads
12489|XCode12484|Brand Z Whiz 9144|Electronics|http://www.companyx.com/products/12489|http://www.companyx.com/images/12489.jpg|7.76||Brand Z|Silver|4|3|1/18/2013|iPads
12490|XCode12484|Brand Z Whiz 9145|Electronics|http://www.companyx.com/products/12490|http://www.companyx.com/images/12490.jpg|54.28|48.85|Brand Z|Silver|4|3|1/19/2013|iPads
12491|XCode12491|Brand Z Whiz 9146|Electronics|http://www.companyx.com/products/12491|http://www.companyx.com/images/12491.jpg|82.56|74.3|Brand Z|Silver|4|3|1/20/2013|iPads
12492|XCode12491|Brand Z Whiz 9147|Electronics|http://www.companyx.com/products/12492|http://www.companyx.com/images/12492.jpg|5.75||Brand Z|Silver|4|3|1/21/2013|iPads
12493|XCode12491|Brand Z Whiz 9148|Electronics|http://www.companyx.com/products/12493|http://www.companyx.com/images/12493.jpg|73.81|66.43|Brand Z|Silver|4|3|1/22/2013|iPads
12494|XCode12491|Brand Z Whiz 9149|Electronics|http://www.companyx.com/products/12494|http://www.companyx.com/images/12494.jpg|30.17||Brand Z|Silver|4|3|1/23/2013|iPads
12495|XCode12491|Brand Z Whiz 9150|Electronics|http://www.companyx.com/products/12495|http://www.companyx.com/images/12495.jpg|80.32|72.29|Brand Z|Silver|4|3|1/24/2013|iPads
12496|XCode12491|Brand Z Whiz 9151|Electronics|http://www.companyx.com/products/12496|http://www.companyx.com/images/12496.jpg|86.33|77.7|Brand Z|Silver|4|3|1/25/2013|iPads
12497|XCode12497|Brand Z Whiz 9152|Electronics|http://www.companyx.com/products/12497|http://www.companyx.com/images/12497.jpg|18.13||Brand Z|Silver|4|3|1/26/2013|iPads
12498|XCode12498|Brand Z Whiz 9153|Electronics|http://www.companyx.com/products/12498|http://www.companyx.com/images/12498.jpg|46.6||Brand Z|Silver|0.5|3|1/27/2013|iPads
12499|XCode12499|Brand Z Whiz 9154|Electronics|http://www.companyx.com/products/12499|http://www.companyx.com/images/12499.jpg|62.16|55.94|Brand Z|Silver|||1/28/2013|iPads
12500|XCode12500|Brand Z Whiz 9155|Electronics|http://www.companyx.com/products/12500|http://www.companyx.com/images/12500.jpg|28.95||Brand Z||||1/29/2013|iPads
